oshpd_id2,oshpd_id,FACILITY_NAME,LICENSE_CATEGORY_DESC,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,TRAUMA_CENTER_DESC,ER_SERVICE_LEVEL_DESC,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,racegrp_aman,racegrp_asian,racegrp_black,racegrp_multirace,racegrp_nhpi,racegrp_other,racegrp_unknown,racegrp_white,racegrp_inv_blank,eth_Hispanic,eth_NonHispanic,eth_Unknown,eth_Blank_Invalid,disp_Acute_Care,disp_Against_Medical_Advice,disp_Childrens_or_Cancer,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Not_Defined_Elsewhere,disp_Prison_Jail,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,disp_CAH,disp_Other,disp_Invalid_Blank,disp_Disaster_Care_Site,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_inv_Payer,dx_Certain_Perinatal_Conditions,dx_Circulatory,dx_Congenital,dx_Digestive,dx_Diseases_of_the_Blood,dx_Ear,dx_Endocrine,dx_Eye,dx_Factors_Influencing_Health_St,dx_Genitourinary,dx_Infectious,dx_Injury_Poisoning,dx_MentalHealth,dx_Musculoskeletal,dx_Neoplasms,dx_Nervous_System,dx_Pregnancy_Childbirth,dx_Respiratory,dx_Skin,dx_Symptoms_Signs_NEC,dx_Unacceptable_principal_diagno,ED_Visit,All_Other_Languages,English,Spanish,Unknown_lang,blank_inv_lang,Zip_Blank_Invalid,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Zip_Unknown,a_Sex_Female,a_Sex_Male,a_sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_racegrp_aman,a_racegrp_asian,a_racegrp_black,a_racegrp_multirace,a_racegrp_nhpi,a_racegrp_other,a_racegrp_unknown,a_racegrp_white,a_racegrp_inv_blank,a_eth_Hispanic,a_eth_NonHispanic,a_eth_Unknown,a_eth_Blank_Invalid,a_disp_Acute_Care,a_disp_Against_Medical_Advice,a_disp_Died,a_disp_Home_Health_Service,a_disp_Hospice_Care,a_disp_Not_Defined_Elsewhere,a_disp_Prison_Jail,a_disp_Psychiatric_Care,a_disp_Rehab,a_disp_Residential_Care,a_disp_Routine,a_disp_SN_IC_Care,a_disp_Childrens_or_Cancer,a_disp_Disaster_Care_Site,a_disp_Other,a_disp_CAH,a_disp_Invalid_Blank,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_inv_Payer,a_dx_Circulatory,a_dx_Digestive,a_dx_Diseases_of_the_Blood,a_dx_Ear,a_dx_Endocrine,a_dx_Eye,a_dx_Genitourinary,a_dx_Infectious,a_dx_Injury_Poisoning,a_dx_MentalHealth,a_dx_Musculoskeletal,a_dx_Neoplasms,a_dx_Nervous_System,a_dx_Respiratory,a_dx_Skin,a_dx_Symptoms_Signs_NEC,a_dx_Certain_Perinatal_Condition,a_dx_Factors_Influencing_Health_,a_dx_Pregnancy_Childbirth,a_dx_Congenital,a_dx_Unacceptable_principal_diag,Inpatient_from_ED,a_All_Other_Languages,a_English,a_Spanish,a_Unknown_lang,a_blank_inv_lang,a_Zip_CA_Resident,a_Zip_Homeless,a_Zip_Out_of_State,a_Zip_Unknown,a_Zip_Foreign,a_Zip_Blank_Invalid,ED_STATIONS_ON_1231
106420514,420514,SANTA BARBARA COTTAGE HOSPITAL,General Acute Care Hospital,Santa Barbara,400 W Pueblo St,Santa Barbara,93105,Non-profit Corporation (incl. Church-related),Level II & Level II - Ped,Emergency - Basic,,,300-499,District 19,District 37,Goleta North/Mission Canyon/Montecito/Riviera/Santa Barbara North,Urban,15432,15491,12,1700,2486,4634,4711,3705,4121,3642,2867,2594,475,,100,523,834,358,50,1466,683,26808,113,10534,19025,1355,21,64,,1,44,61,23,363,157,156,15,10,29896,145,,,,,10897,16488,906,384,2260,,32,2132,15,1737,114,356,439,261,2034,1420,1091,6059,3327,1594,135,1444,630,2111,931,5055,18,30935,197,26355,4364,14,5,1,27871,24,2418,536,85,4145,4883,1,250,538,640,741,1275,1667,1564,2120,75,159,,38,189,212,150,12,1215,187,7017,9,2254,6386,383,6,70,,313,983,254,58,29,30,483,23,5717,1062,6,1,,,,1828,4158,310,2546,187,,1597,1430,75,17,311,8,351,1238,1270,1055,200,329,268,482,97,208,15,24,44,10,,9029,69,7906,1046,2,6,8452,477,90,8,2,,44
106420522,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,General Acute Care Hospital,Santa Barbara,2050 Viborg Rd,Solvang,93463,Non-profit Corporation (incl. Church-related),,Emergency - Standby,SMALL/RURAL,,1-49,District 19,District 37,Buellton/Los Olivos/Santa Ynez/Solvang,Rural,4081,3615,1,473,589,781,879,775,915,1028,1105,1075,77,,79,79,81,43,4,239,113,7047,12,1896,5592,208,1,308,,,7,4,6,749,21,1,,2,6590,9,,,,,1875,5006,293,78,445,,4,578,,568,25,105,116,72,307,432,261,2087,286,425,12,271,85,558,289,1212,4,7697,35,7038,624,,,1,7517,4,47,116,12,52,33,,,,1,3,2,8,14,57,,,,1,,,1,,3,,80,,2,82,1,,5,,4,6,4,1,,,3,,48,14,,,,,,2,67,1,13,2,,10,10,1,1,4,,6,13,8,1,4,1,,19,5,2,,,,,,85,,83,2,,,85,,,,,,8
106430705,430705,REGIONAL MEDICAL CENTER OF SAN JOSE,General Acute Care Hospital,Santa Clara,225 N Jackson Ave,San Jose,95116,Investor - Corporation,Level II,Emergency - Basic,,,200-299,District 15,District 27,Berryessa/East San Jose/Milpitas East,Urban,27306,26226,2,4757,5494,9557,9082,7874,6979,4458,2648,1945,740,,10,10501,2534,1107,103,493,1,38785,,31728,21688,118,,817,2444,2,240,16,5,2,257,161,2,10,49486,83,6,3,,,28721,7560,2075,7611,7567,,37,3017,5,3510,209,1134,691,544,2091,3241,3102,10614,2559,3484,112,2213,1261,5885,1914,7885,26,53534,2976,41057,9477,19,5,21,51659,24,1448,380,2,4962,5903,1,122,669,880,1042,1710,2021,2028,2393,1,,,1,3904,375,217,22,91,2,6254,,4104,6743,19,,440,443,424,1706,451,,16,15,127,37,5639,1565,,2,,1,,3218,5393,298,1583,367,7,2108,1317,199,24,578,23,623,2378,1504,190,145,215,355,654,111,207,1,13,216,4,1,10866,1779,7717,1354,1,15,10248,527,80,5,6,,42
106430763,430763,EL CAMINO HEALTH,General Acute Care Hospital,Santa Clara,2500 Grant Rd,Mountain View,94040,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 13,District 24,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,20382,18032,3,2557,3028,5152,6036,4937,4985,4091,3226,3799,606,,47,8143,1355,603,134,11533,30,16572,,8551,29292,574,,568,578,10,81,209,29,1,44,232,12,34,36322,297,,,,,7569,8604,1392,18202,2650,,63,3053,6,2174,118,565,603,349,1302,2602,1672,7836,2032,2132,91,1643,778,2548,1089,7754,7,38417,1794,33097,3427,66,33,,36584,72,1348,404,9,5919,4859,,109,717,1472,794,1159,1612,1791,3112,9,3,,9,2663,273,203,36,1862,,5732,,1316,9311,151,,158,250,309,1978,409,,1,28,212,95,5758,1578,1,,,1,,1072,5058,1420,3228,,,1692,1412,118,15,474,8,560,1496,919,930,232,346,316,764,224,127,8,3,1130,4,,10778,958,9298,493,9,20,10303,358,94,1,21,1,28
106430779,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,General Acute Care Hospital,Santa Clara,2425 Samaritan Dr,San Jose,95124,Investor - Corporation,,Emergency - Basic,,,300-499,District 15,District 28,Cambrian Village West/Campbell South/Los Gatos/Monte Sereno/San Tomas,Urban,20261,15552,2,2670,2884,4675,6053,4685,4733,3613,2984,3013,505,,60,5152,1271,2043,65,5381,110,21733,,8211,27449,155,,415,400,,87,49,12,6,13,290,,1,34415,73,2,52,,,8467,8032,917,16377,2022,,31,2984,6,2138,163,448,483,291,908,2238,1382,7303,1785,2140,138,1564,2054,2408,936,6386,29,35815,448,34755,574,28,10,13,35022,16,288,450,26,6182,4234,2,158,580,1718,738,1047,1428,1807,2785,52,105,,10,1997,269,428,45,1030,15,6623,1,1476,8906,36,,189,197,283,1651,413,,1,26,328,43,5852,1431,4,,,,,1082,5330,119,3707,162,18,2018,1235,184,13,428,12,424,1343,863,162,195,343,373,628,136,236,15,26,1770,14,,10418,351,9853,196,10,8,10157,100,149,8,4,,30
106430837,430837,O'CONNOR HOSPITAL,General Acute Care Hospital,Santa Clara,2105 Forest Ave,San Jose,95128,City or County,,Emergency - Basic,,,300-499,District 10,District 28,San Jose Northwest,Urban,17151,14841,8,2660,2932,5772,5736,4545,4143,2972,1482,1282,475,1,86,3878,1858,470,117,369,232,24989,1,18567,13239,194,,56,350,,42,9,8,211,66,139,16,23,31028,45,2,1,4,,15543,3651,1296,9303,2179,28,21,1788,4,2035,77,682,369,351,1146,2194,1937,6064,1539,2100,55,1296,759,3100,1402,5070,11,32000,1382,24609,5909,97,3,4,31043,,629,324,,3227,3261,,78,375,640,685,1098,1236,942,1377,20,37,,17,1294,377,84,44,59,51,4562,,2594,3869,25,,82,271,266,771,144,18,4,4,17,7,3865,1033,,,6,,,2700,2429,158,802,395,4,1175,953,58,12,405,3,366,1324,526,152,128,144,190,448,179,169,6,1,241,5,3,6488,940,4592,936,15,5,5975,473,40,,,,25
106430883,430883,SANTA CLARA VALLEY MEDICAL CENTER,General Acute Care Hospital,Santa Clara,751 S Bascom Ave,San Jose,95128,City or County,Level I & Level II - Ped,Emergency - Comprehensive,,Teaching,500+,District 15,District 28,San Jose Northwest,Urban,22304,26597,17,1497,2958,8758,9677,7955,8502,6067,2067,956,481,,168,7277,4008,882,288,793,398,35104,,23754,24703,461,,118,2990,1,111,15,4,336,978,2670,8,379,41050,251,5,1,,1,24451,4623,4359,10776,4709,,46,3727,14,2318,127,701,651,852,1713,2613,1817,7609,3255,5282,124,1877,1239,2456,1729,10740,28,48918,3379,35847,9487,191,14,,48362,1,299,256,,4686,6821,4,347,860,1315,1530,2389,2473,1336,973,71,217,,22,2289,689,176,80,4565,68,3622,,4787,6609,115,,197,504,327,476,183,74,101,113,160,112,7701,1491,1,1,70,,,6526,2311,723,1186,765,,1547,1443,101,29,732,32,518,1834,2177,879,195,368,400,573,275,234,18,28,106,12,10,11511,1502,7848,2114,38,9,10592,867,52,,,,24
106430905,430905,STANFORD HEALTH CARE,General Acute Care Hospital,Santa Clara,300 Pasteur Dr,Palo Alto,94305,Non-profit Corporation (incl. Church-related),Level I & Level I - Ped,Emergency - Basic,,Teaching,200-299,District 13,District 24,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,31356,29563,11,7535,7538,10076,9868,7573,6652,4624,2857,2171,2036,,103,7237,3058,1050,1254,27404,445,20379,,22218,38292,420,,193,,2687,67,26,25,76,25,175,6,,57498,151,,1,,,19828,7255,1781,26263,5803,,185,2970,41,2328,298,732,590,757,10439,2355,4339,8140,1757,3729,139,2510,1409,4027,1313,12822,50,60930,1508,48882,10533,7,,,58527,62,1414,915,12,6571,6880,,142,893,1224,1500,2142,2541,2475,2534,,,,34,2134,867,236,268,3420,68,6423,1,2758,10579,107,7,197,,429,3130,479,,5,57,211,5,7485,1432,9,4,8,,,2647,6585,395,3422,402,,2023,1979,235,15,541,33,607,1784,2421,700,328,1047,469,673,228,253,,19,68,27,1,13451,1110,10968,1367,6,,12700,505,235,3,7,1,46
106431506,431506,KAISER FOUNDATION HOSPITAL - SAN JOSE,General Acute Care Hospital,Santa Clara,250 Hospital Pkwy,San Jose,95119,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 17,District 29,New Almaden/San Jose Southwest,Urban,25878,23568,5,3430,3572,7523,7307,6472,6819,5264,4353,3956,755,,268,6641,2499,470,427,20186,1212,17748,,20706,27540,1205,,461,1245,6,129,220,52,58,13,452,12,8,46529,204,62,,,,6830,10694,777,28218,2931,1,33,4538,15,2830,153,743,707,535,1529,2774,1915,10071,1902,3073,79,2271,848,3443,1462,10519,11,49451,1159,44123,4079,1,89,5,48548,,745,144,9,2931,3307,,28,212,364,516,979,1176,1379,1578,5,1,,34,921,231,40,64,1762,49,3137,,1820,4350,68,,275,69,264,1452,190,4,,17,14,4,3432,511,,,1,5,,322,3531,25,2257,103,,1231,890,85,3,225,5,295,1932,444,118,78,101,136,387,63,182,5,,55,3,,6238,269,5504,448,1,16,6154,67,17,,,,29
106434138,434138,ST. LOUISE REGIONAL HOSPITAL,General Acute Care Hospital,Santa Clara,9400 N Name Uno,Gilroy,95020,City or County,,Emergency - Basic,,,50-99,District 17,District 30,Gilroy/Morgan Hill/Rucker/San Martin,Rural,12723,10870,2,2304,2589,3832,3727,3135,3029,2135,1416,1019,409,,53,739,542,232,72,370,136,21451,,15399,8069,127,,46,191,,53,4,4,530,95,75,7,11,22517,50,3,1,7,1,10290,2844,1026,7778,1657,,11,1380,3,1504,36,484,285,205,1359,1392,1338,4860,869,1189,25,984,576,2671,967,3456,1,23595,192,18682,4683,34,4,1,23273,,96,225,,1313,1250,,39,156,214,305,391,475,443,520,12,8,,4,134,51,29,7,32,10,2296,,1274,1280,9,,82,105,98,265,87,19,1,3,8,,1551,334,,,7,3,,936,943,71,402,211,,319,532,17,5,155,4,153,628,168,58,23,27,58,246,69,48,3,1,49,,,2563,89,1988,484,1,1,2430,111,22,,,,8
106434153,434153,KAISER FOUNDATION HOSPITAL - SANTA CLARA,General Acute Care Hospital,Santa Clara,700 Lawrence Expy,Santa Clara,95051,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 10,District 25,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,27603,24903,5,3762,3410,7084,7793,6538,6652,6120,4919,5366,867,,180,12081,2312,595,690,14725,724,21204,,14791,37002,718,,199,924,3,120,751,62,29,2,569,11,3,49317,516,4,,,1,4500,12411,1095,32471,2034,,40,5066,16,2689,216,598,912,724,1139,2913,1530,11603,1708,3038,138,2257,901,3221,1431,12357,14,52511,1920,47417,3026,,148,10,51907,6,375,207,6,3862,4075,,134,236,433,547,994,1392,1643,2393,65,100,,10,1808,283,62,144,1535,21,4074,,1583,6329,25,,112,60,431,2836,256,4,1,20,22,,3300,891,,,4,,,303,4720,31,2778,105,,1631,1220,109,1,345,2,373,2165,545,119,94,191,149,510,125,217,20,16,97,8,,7937,464,7087,378,,8,7846,56,33,2,,,32
106434218,434218,KAISER PERMANENTE P.H.F - SANTA CLARA,Psychiatric Health Facility,Santa Clara,3598 Homestead Rd,Santa Clara,95051,Non-profit Corporation (incl. Church-related),,,,,1-49,District 10,District 25,Santa Clara South and West,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,2,,,1,,,,,,,,1,1,,,,,1,,,3,,,,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,3,,3,,,,3,,,,,,0
106440755,440755,DOMINICAN HOSPITAL,General Acute Care Hospital,Santa Cruz,1555 Soquel Dr,Santa Cruz,95065,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 17,District 29,Aptos/Capitola/Live Oak/Rio del Mar/Santa Cruz,Urban,16077,15628,6,1547,2434,5085,4785,3979,4080,4223,3037,2173,368,,22,515,673,37,,3143,374,26947,,7766,21645,2300,,379,783,9,42,119,7,14,628,599,15,11,28840,243,22,,,,11795,8008,743,8958,2206,1,19,2718,11,2167,105,373,472,280,883,1711,1003,6759,1960,2045,89,1260,558,2150,1232,5877,39,31711,79,28761,2871,,,94,29042,7,2131,360,77,3153,3636,,58,255,407,514,925,1481,1499,1560,49,41,,2,117,108,9,,434,46,6073,,1166,5275,348,,120,227,232,1364,243,2,11,65,344,39,3177,955,5,,,5,,1480,4031,123,1096,58,1,1273,858,82,16,279,5,376,1437,744,313,180,183,223,457,172,125,20,2,41,3,,6789,31,6176,582,,,6176,570,36,6,,1,24
106444013,444013,WATSONVILLE COMMUNITY HOSPITAL,General Acute Care Hospital,Santa Cruz,75 Neilson St,Watsonville,95076,Investor - Corporation,,Emergency - Basic,,,100-149,District 17,District 30,Freedom/Watsonville,Urban,12164,10964,1,2648,2674,3738,3667,2947,2611,2083,1278,943,540,,6,122,203,4,36,181,239,22338,,15933,7156,40,,279,566,16,27,25,6,73,116,171,14,,21687,148,1,,,,13281,3162,325,5165,1196,,18,1313,10,1674,78,604,367,192,550,1324,930,4150,1214,1502,42,1114,707,2433,1051,3854,2,23129,14,14360,8691,64,,,22263,,596,103,167,1066,1143,,38,134,202,212,315,402,365,463,40,38,,,28,11,,5,135,20,2010,,1213,989,7,,81,62,81,378,44,1,,10,12,1,1228,311,,,,,,926,944,7,307,25,,235,415,21,,131,,148,563,136,53,34,14,49,209,60,30,26,3,81,1,,2209,5,1394,806,4,,2099,108,2,,,,16
106450936,450936,MAYERS MEMORIAL HOSPITAL,General Acute Care Hospital,Shasta,43563 Ca-299 E,Fall River Mills,96028,District,,Emergency - Standby,SMALL/RURAL,,100-149,District 1,District 1,Burney/Cassel/Fall River Mills/Hat Creek/McArthur,Frontier,1837,1709,,272,307,375,436,421,456,495,436,303,45,,233,7,20,,7,165,4,3110,,396,3141,9,,191,45,,5,,1,29,,1,,,3165,5,96,8,,,1388,1101,117,818,122,,3,241,2,276,19,41,95,34,112,185,101,873,88,259,24,118,61,302,177,530,5,3546,2,3378,165,,1,,3440,,28,74,4,83,65,,,5,4,12,11,37,28,49,2,,,7,2,,,,3,,136,,11,137,,,11,4,12,,,1,,,,,85,34,1,,,,,34,95,3,15,1,,13,16,5,,10,,19,9,5,3,2,1,5,34,8,16,1,,,,1,148,,147,1,,,140,4,4,,,,4
106450940,450940,SHASTA REGIONAL MEDICAL CENTER,General Acute Care Hospital,Shasta,1100 Butte St,Redding,96001,Investor - Limited Liability Company,,Emergency - Basic,,,200-299,District 1,District 1,Redding,Urban,14193,13541,,1114,2026,4355,4997,3898,3867,3486,2239,1649,103,,983,396,712,157,38,1308,259,23881,,1505,25796,433,,254,505,,44,13,3,,304,532,,,26040,39,,,,,13384,8245,665,3966,1474,,,1810,5,1985,73,392,485,223,545,1594,823,5703,2032,2123,45,1092,243,2409,1792,4356,4,27734,37,27545,126,19,7,7,24430,3,2858,426,10,2761,3059,,36,216,334,416,987,1327,1343,1160,,1,,182,62,63,11,13,224,35,5230,,210,5552,58,,189,292,224,979,65,,22,23,,,3373,649,,,4,,,1439,3696,59,577,49,,1430,1000,48,7,238,6,365,806,464,189,125,81,226,539,179,113,,1,2,,1,5820,5,5784,28,2,1,5437,324,56,1,2,,36
106450949,450949,MERCY MEDICAL CENTER - REDDING,General Acute Care Hospital,Shasta,2175 Rosaline Ave,Redding,96001,Non-profit Corporation (incl. Church-related),Level II,Emergency - Basic,,,200-299,District 1,District 1,Redding,Urban,18568,16671,2,3078,2770,5250,5521,3851,4202,4073,3121,2572,803,,547,628,730,891,85,2293,418,29649,,2420,32618,203,,259,1862,14,128,180,30,8,52,205,5,113,32184,201,,,,,15495,9171,1894,7074,1593,14,41,2638,4,2333,144,493,461,274,978,2064,1069,7366,1480,2345,100,1488,1075,2990,1794,6073,31,35241,132,34726,321,53,9,97,32866,5,1754,493,26,4055,4582,,136,348,630,619,1214,1833,1922,1754,79,102,,135,151,107,125,22,404,117,7576,,365,8213,59,,305,271,541,1852,203,7,15,39,90,41,4062,1208,,,1,2,,1987,4909,589,1022,129,1,1632,886,76,9,413,9,412,1578,1553,189,175,245,297,734,166,133,29,7,92,2,,8637,52,8494,74,16,1,8094,419,110,4,,10,26
106470871,470871,MERCY MEDICAL CENTER MT. SHASTA,General Acute Care Hospital,Siskiyou,914 Pine St,Mount Shasta,96067,Non-profit Corporation (incl. Church-related),Level III,Emergency - Basic,SMALL/RURAL,,1-49,District 1,District 1,Carrick/Edgewood/Mount Shasta/Weed,Rural,3854,3945,,421,580,1137,1069,856,1018,1119,961,562,76,,37,105,256,23,8,792,112,6466,,411,6884,504,,261,97,2,16,15,7,1,41,27,,1,7314,17,,,,,3200,2473,382,1436,307,1,7,602,2,595,17,106,124,50,138,432,124,2092,361,545,21,269,104,544,372,1291,3,7799,28,7696,50,24,1,12,7306,2,221,246,12,280,294,,11,23,36,30,65,114,158,128,3,6,,1,4,12,2,1,35,2,517,,12,542,20,,32,7,23,63,12,,,2,,2,341,92,,,,,,109,384,14,59,8,,65,104,6,1,29,,21,104,82,14,7,8,14,85,18,12,,,4,,,574,,570,3,1,,546,18,10,,,,8
106474007,474007,FAIRCHILD MEDICAL CENTER,General Acute Care Hospital,Siskiyou,444 Bruce St,Yreka,96097,Non-profit Corporation (incl. Church-related),Level IV,Emergency - Basic,SMALL/RURAL,,1-49,District 1,District 1,Gazelle/Grenada/Hilt/Hornbrook/Yreka,Rural,5029,4745,,689,861,1309,1570,1061,1333,1193,972,645,141,,556,202,200,74,10,316,365,8051,,724,8726,324,,339,372,,10,2,12,14,104,42,1,,8877,1,,,,,4593,2847,349,1393,592,,10,707,1,898,36,136,181,62,216,703,230,2360,477,497,29,342,188,990,488,1217,6,9774,32,9667,53,22,,,9176,2,206,338,52,461,480,,14,68,80,77,140,191,175,190,2,4,,49,25,10,4,,16,22,815,,37,892,12,,53,38,28,2,24,9,1,1,4,,699,82,,,,,,280,517,60,71,13,,147,130,7,,75,,39,118,96,36,23,8,30,147,37,26,,1,21,,,941,8,928,4,1,,900,18,23,,,,7
106480989,480989,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO,General Acute Care Hospital,Solano,975 Sereno Dr,Vallejo,94589,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 3,District 14,Vallejo,Urban,25582,21348,8,3299,3532,6894,6751,5601,6133,5704,4562,3805,657,,210,5341,12537,949,558,9751,1278,16314,,9669,36081,1188,,226,1803,112,137,594,77,9,136,400,13,1,43220,210,,,,,10982,11211,947,19901,3897,,31,4204,10,2651,219,719,949,561,1680,2381,1348,9827,1798,3006,87,2168,800,3820,1591,9077,11,46938,684,43439,2660,,155,19,46100,,645,165,9,2158,2118,1,22,147,215,344,609,891,1069,975,4,1,,15,692,849,61,57,523,13,2067,,547,3718,12,,135,66,245,1276,148,4,3,7,37,,1991,362,,,3,,,392,2608,7,1131,139,,875,611,58,2,163,,214,1331,330,52,52,93,80,239,59,80,4,4,28,2,,4277,80,3987,209,,1,4182,77,18,,,,52
106481094,481094,SUTTER SOLANO MEDICAL CENTER,General Acute Care Hospital,Solano,300 Hospital Dr,Vallejo,94589,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,100-149,District 3,District 14,Vallejo,Urban,11877,10015,,1447,1529,3517,3698,2981,3358,2809,1395,864,294,,59,1088,7158,722,1331,4296,98,7140,,5722,15894,276,,373,242,29,21,88,11,14,65,264,1,55,20628,101,,,,,11494,4485,612,3182,2119,,19,1377,,1296,124,386,305,259,425,1247,703,4110,867,1633,45,988,660,2065,1017,4366,,21892,610,18964,2276,26,16,,20939,4,583,173,193,1395,1422,,10,118,195,298,535,679,528,453,1,,,9,187,717,69,352,368,15,1100,,523,2271,23,,133,109,99,703,106,6,,8,4,26,1285,337,,,,1,,954,1464,67,287,45,,484,375,45,3,167,2,138,800,234,58,20,53,65,230,63,59,1,4,15,1,,2817,163,2415,236,2,1,2648,148,13,8,,,13
106481357,481357,NORTHBAY MEDICAL CENTER,General Acute Care Hospital,Solano,1200 B Gale Wilson Blvd,Fairfield,94533,Non-profit Corporation (incl. Church-related),Level III,Emergency - Basic,,,150-199,District 3,District 11,Fairfield,Urban,25121,22255,2,3282,3467,7951,8535,6317,6555,4888,3011,2612,760,,120,2304,11000,596,517,2406,218,30217,,12634,34386,358,,404,1805,110,114,387,19,187,930,230,7,102,42642,304,1,135,,1,25016,9803,2171,7581,2807,,69,3477,10,3032,304,654,872,459,1020,3033,1943,9240,2649,3082,99,2317,1271,4055,2145,7632,15,47378,920,41972,4458,22,6,2,44725,8,2063,457,123,3510,3638,,55,360,607,686,1088,1472,1279,1576,23,2,,17,589,1373,46,122,257,28,4716,,1161,5921,66,,222,214,333,2162,137,30,84,9,33,5,3046,869,1,1,2,,,2272,3863,187,738,88,,1377,930,98,8,329,5,419,1427,889,79,156,114,233,689,217,79,19,7,68,,5,7148,312,6370,460,6,,6873,209,53,13,,,29
106484044,484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,General Acute Care Hospital,Solano,1 Quality Drive,Vacaville,95688,Non-profit Corporation (incl. Church-related),Level II,Emergency - Basic,,,100-149,District 3,District 11,Vacaville,Urban,21742,17695,4,2897,3370,5672,5354,4813,5095,4685,3814,3208,533,,216,3080,5630,1308,428,8335,361,20083,,9094,30088,259,,277,1409,58,51,298,60,15,75,408,9,4,36559,216,2,,,,5633,9442,1020,21461,1885,,35,3424,5,2027,134,567,675,435,1015,2244,1120,9233,1475,2430,71,1786,634,3065,1241,7822,3,39441,320,37618,1421,4,78,15,39140,1,159,123,3,1754,1881,,38,159,216,316,526,778,774,828,,,,26,264,472,51,44,536,23,2219,,566,3051,18,,190,53,217,646,102,7,9,12,33,1,1976,381,,,8,,,232,2110,37,1167,89,,585,543,26,2,124,1,214,996,522,46,56,67,47,227,85,63,,,31,,,3635,32,3455,146,,2,3598,20,16,1,,,27
106490964,490964,HEALDSBURG HOSPITAL,General Acute Care Hospital,Sonoma,1375 University St,Healdsburg,95448,Investor - Limited Liability Company,,Emergency - Basic,SMALL/RURAL,,1-49,District 2,District 2,Geyserville/Healdsburg,Rural,2745,2690,3,372,505,721,839,623,779,652,531,350,66,,35,23,37,5,13,1217,1,4107,,1892,3413,133,,182,48,,6,2,,25,2,44,,,5123,6,,,,,2126,1549,210,1169,384,,2,295,,395,33,155,146,48,40,327,187,1488,253,423,11,245,65,434,286,600,5,5438,,4326,1106,6,,,5283,,78,64,13,214,256,,2,22,48,27,66,83,113,109,,,,4,1,3,,,82,,380,,106,353,11,,32,22,17,33,14,3,,,2,,280,67,,,,,,127,264,10,62,7,,57,72,1,,39,,17,90,51,20,15,2,20,64,14,8,,,,,,470,,397,72,1,,442,19,9,,,,8
106491001,491001,PETALUMA VALLEY HOSPITAL,General Acute Care Hospital,Sonoma,400 N Mcdowell Blvd,Petaluma,94954,Investor - Limited Liability Company,,Emergency - Basic,,,50-99,District 3,District 10,Petaluma,Urban,6823,6451,,878,1075,1766,1807,1625,1693,1638,1385,1244,163,,17,261,348,15,22,540,43,12028,,3136,10004,134,,872,130,1,27,44,7,43,27,132,,16,11886,89,,,,,4799,3728,764,2936,1047,,21,975,3,1057,85,226,320,99,154,798,399,3486,957,725,59,609,184,929,539,1645,4,13274,113,11623,1525,3,10,,12350,4,730,181,9,731,727,,10,63,113,133,207,293,310,328,1,,,,32,33,2,2,32,4,1353,,187,1259,12,,103,70,79,241,27,4,,,11,8,658,257,,,,,,386,863,31,161,17,,201,194,11,2,89,,103,284,165,75,48,21,42,144,48,19,1,2,8,1,,1458,12,1313,129,2,2,1338,112,8,,,,15
